income,loan_amount,credit_score,term,employment_years,age,Class
63393,15831,730,48,3,30,0
32187,35377,442,12,16,34,1
64865,10528,739,36,3,39,0
57256,21156,711,36,14,34,0
10000,45898,529,48,4,24,1
25999,38167,479,12,8,36,1
71325,13160,699,36,10,30,0
57637,19500,750,48,1,44,0
73187,16098,733,48,16,37,0
10000,37670,510,48,12,34,1
49144,11410,709,36,1,36,0
35138,17508,630,36,4,31,0
51514,9654,755,48,10,48,0
72041,11969,722,60,11,32,0
67500,20635,706,36,16,32,0
29504,37630,543,48,6,21,1
26339,31918,509,48,14,32,1
15718,44984,399,24,1,29,1
54721,18511,767,48,12,34,0
66185,11432,729,24,11,43,0
63665,20330,673,48,0,28,0
27077,41738,550,36,1,27,1
35059,21210,606,24,13,35,0
16285,40758,541,12,14,30,1
24049,45005,407,60,3,21,1
64753,12173,669,48,13,30,0
43706,10302,691,24,7,40,0
51513,13909,664,12,8,36,0
57830,9011,751,48,5,19,0
21142,37816,662,36,13,31,1
73175,24312,612,60,3,40,0
35469,11305,769,36,18,24,0
50713,16654,749,48,6,26,0
83800,22381,767,24,18,34,0
47693,23975,605,48,0,34,0
18615,35877,559,60,5,21,1
34182,16887,774,36,3,34,0
61950,5978,637,60,0,40,0
59493,19144,718,48,10,39,0
15499,39463,521,12,16,18,1
12408,39867,555,60,2,43,1
63184,14337,665,24,13,43,0
63415,12165,724,36,10,36,0
58613,3555,702,24,2,30,0
58918,14434,668,36,2,29,0
51727,8138,655,48,16,27,0
68983,9049,615,60,13,46,0
10000,43076,534,60,2,24,1
73058,14407,627,24,10,29,0
59311,11492,665,12,11,36,0
77518,16730,599,36,15,34,0
71158,15171,747,60,8,32,0
26815,47007,510,48,0,18,1
56208,15684,730,60,12,42,0
25425,47387,476,48,11,20,1
47819,26574,726,60,13,21,0
55583,17704,766,60,9,44,0
15157,46868,507,12,16,18,1
56556,19141,819,48,3,40,0
68316,8094,680,12,17,46,0
68899,15460,711,60,11,21,0
31950,32344,486,60,6,20,1
55605,16224,645,36,10,42,0
52744,12879,741,48,2,33,0
47926,11954,712,48,13,40,0
66773,21767,640,36,10,38,0
58941,15831,720,60,12,29,0
14231,31154,491,48,0,18,1
47902,11709,664,24,15,42,0
71157,18652,650,12,6,45,0
65928,18737,826,36,4,41,0
20155,36076,368,48,8,18,1
35039,33712,529,48,14,19,1
59221,18889,707,24,8,46,0
17113,38749,393,24,8,23,1
67536,16417,658,60,9,32,0
40570,12105,775,48,18,44,0
27591,41102,416,60,3,19,1
17249,42967,495,48,10,29,1
52334,21816,669,24,15,49,0
64591,16890,697,24,13,34,0
69114,16745,654,60,10,34,0
10000,29579,454,36,16,29,1
54660,4137,667,60,12,34,0
57793,17244,824,36,4,40,0
74704,22115,764,60,18,38,0
36725,40975,458,36,10,35,1
57009,14708,641,12,3,30,0
23308,48777,553,36,16,32,1
53344,13375,728,36,14,28,0
62299,12287,632,12,17,39,0
57099,19565,731,36,18,37,0
63230,20071,617,60,2,45,0
58535,16479,626,12,7,49,0
62377,15625,772,60,17,18,0
71750,17092,635,36,9,43,0
62526,13022,669,24,13,48,0
24735,45149,574,48,4,19,1
35655,45621,441,60,1,37,1
16371,48372,509,48,16,31,1
62159,21781,683,60,5,41,0
63025,8220,760,36,14,38,0
17050,41838,502,24,15,23,1
13493,30531,474,24,16,29,1
53994,7298,678,36,4,45,0
47594,14446,699,48,10,37,0
55460,21483,706,60,19,36,0
72272,3278,620,48,12,27,0
27420,26262,469,12,8,26,1
33821,39582,480,60,15,36,1
12071,46872,602,36,14,44,1
70204,13672,679,12,8,25,0
49061,12351,711,36,1,39,0
69691,15190,648,24,6,29,0
66508,8203,704,24,4,18,0
71812,13567,668,12,17,40,0
54411,18815,596,48,7,33,0
66568,16536,706,12,18,37,0
23991,37739,393,24,16,34,1
67071,13213,644,60,16,44,0
55000,18956,705,60,19,51,0
66848,12176,617,60,0,37,0
53900,5463,679,12,3,37,0
79062,16784,600,48,0,35,0
54230,18990,640,48,9,32,0
69166,16541,631,12,6,34,0
30098,44272,489,24,6,18,1
20644,39737,461,24,14,35,1
66001,7910,766,48,10,31,0
22704,31962,561,48,0,37,1
50989,14126,717,12,18,39,0
10000,36275,482,24,4,37,1
60956,26126,600,12,9,43,0
58006,20996,754,48,6,42,0
20320,38074,507,12,15,31,1
74558,18249,754,12,4,31,0
45319,19698,700,48,17,29,0
53340,17392,741,60,16,24,0
47810,13443,744,12,7,39,0
22789,44426,475,60,8,18,1
61906,15039,598,60,1,24,0
37959,23259,686,36,2,34,0
10000,38779,513,60,12,30,1
40245,14241,727,24,4,18,0
63918,12466,656,36,15,42,0
64400,22430,670,12,9,36,0
68185,19796,600,36,3,30,0
34437,36421,528,12,0,33,1
49321,18053,694,36,15,41,0
24082,30149,399,48,15,33,1
13118,34540,526,12,16,20,1
55197,17148,773,24,12,47,0
70276,7661,781,36,10,31,0
40165,18653,690,60,9,33,0
31487,35372,452,12,1,27,1
46871,11592,754,60,1,42,0
25639,33837,487,24,16,18,1
55167,7440,771,60,0,26,0
72615,23844,758,60,19,39,0
62594,19987,715,12,7,40,0
50646,19293,692,60,7,44,0
53991,13151,635,48,0,49,0
21846,42261,469,24,13,28,1
49477,9703,623,48,8,53,0
59552,11904,666,36,19,48,0
21503,39669,615,48,11,28,1
62160,16593,566,24,8,38,0
82408,26693,676,48,8,39,0
52445,9830,771,36,15,28,0
73261,21198,736,48,8,31,0
15308,38149,430,24,7,24,1
53320,12665,706,36,15,35,0
62528,13134,691,24,5,40,0
18414,38460,604,24,16,20,1
60720,13991,672,48,19,40,0
14899,39621,557,12,7,24,1
57840,18836,696,36,11,38,0
63393,15898,656,48,6,35,0
60688,10633,678,36,3,33,0
61502,9830,663,60,12,40,0
49240,14200,720,24,8,41,0
45954,21146,712,24,19,35,0
56402,15589,668,48,0,46,0
81197,15445,639,36,15,39,0
64159,12603,712,24,8,29,0
29439,20142,726,48,15,55,0
56833,12566,680,36,4,35,0
26387,40419,547,36,11,27,1
73042,23019,695,48,2,34,0
53230,17114,614,12,15,38,0
86325,23300,725,48,9,36,0
75881,12874,775,48,15,39,0
12221,50000,503,24,11,27,1
62847,14602,729,12,4,24,0
61237,9921,623,48,12,40,0
14602,30667,440,24,0,26,1
10000,43190,599,36,1,26,1
56245,22347,805,24,10,34,0
54393,12216,675,24,5,18,0
34533,43343,558,60,3,27,1
52354,14631,651,36,8,19,0
63629,19834,596,60,19,41,0
21093,38857,450,24,8,25,1
18076,39097,519,36,14,18,1
21156,36895,510,60,5,31,1
55611,11863,750,36,13,40,0
57529,18966,766,12,19,28,0
72196,17423,696,36,19,44,0
51886,19870,656,48,0,27,0
53912,17577,656,48,18,56,0
67158,9420,660,12,10,24,0
65517,5035,639,24,19,36,0
30536,39939,477,12,2,18,1
65208,12766,825,60,17,40,0
56338,13935,665,12,14,18,0
60613,16030,627,60,8,26,0
58054,15558,710,24,10,48,0
47450,6620,739,12,0,19,0
61643,13574,691,60,13,32,0
10000,35020,509,24,7,29,1
69252,17689,708,24,3,40,0
72344,17371,746,12,10,47,0
45518,13333,682,48,2,27,0
57121,20977,690,60,6,43,0
63476,19878,641,60,5,43,0
63496,18375,718,12,5,24,0
51667,18022,672,36,19,33,0
60710,14429,654,36,2,25,0
62541,9757,638,12,18,40,0
14445,43085,524,12,13,18,1
65438,14219,678,12,5,49,0
26487,32751,550,60,15,27,1
53137,15246,747,60,0,30,0
18529,41807,432,36,14,26,1
51497,12789,676,24,10,56,0
56505,9803,653,36,14,26,0
10000,36960,452,12,15,18,1
21979,41639,471,24,3,32,1
49290,12043,713,48,10,32,0
79499,15670,830,24,0,45,0
58344,14858,642,24,2,30,0
57807,13524,701,12,0,32,0
53977,13971,629,12,9,43,0
67025,11704,792,60,13,39,0
49572,5761,725,48,7,27,0
39228,3367,742,60,0,38,0
58696,5605,806,60,17,33,0
58366,18019,701,48,8,23,0
56555,2525,707,48,5,23,0
51636,17003,704,36,17,41,0
52120,24536,681,36,5,44,0
38881,15296,675,36,9,41,0
78445,17760,784,48,13,28,0
47881,16012,674,36,19,50,0
64371,14995,699,36,2,36,0
44607,17809,745,48,17,37,0
80933,14070,802,48,9,27,0
58546,21113,763,24,1,31,0
53541,10548,722,24,7,36,0
50466,22612,645,60,17,34,0
57054,19205,675,60,4,31,0
50023,9683,667,24,9,31,0
57430,7246,723,12,8,33,0
63653,22241,731,36,8,21,0
23384,40002,606,36,2,32,1
31966,30438,516,36,8,27,1
65220,17251,592,60,10,34,0
48982,16046,744,60,17,37,0
66986,23561,732,36,2,26,0
48550,15096,722,36,18,40,0
15790,40967,435,36,9,26,1
60956,23897,677,60,15,35,0
17610,36154,585,24,9,26,1
16507,41945,465,60,11,18,1
47783,13939,727,48,5,35,0
40752,42744,450,12,18,18,1
64614,11251,745,12,12,35,0
10086,35461,496,24,4,25,1
50143,11266,602,60,18,33,0
19652,41493,490,36,14,34,1
10000,40529,464,24,12,21,1
55378,13621,680,24,11,49,0
60546,17757,713,24,11,36,0
10000,38530,489,36,3,36,1
27519,45742,582,60,13,38,1
52295,12777,759,60,13,37,0
51339,21093,739,60,8,24,0
10000,37131,513,36,10,25,1
68914,16521,773,36,2,29,0
67712,14941,689,36,15,32,0
73469,13422,792,36,18,40,0
10000,36551,476,60,2,30,1
14823,38201,547,12,4,45,1
17658,39149,527,12,9,18,1
76656,17018,702,24,8,44,0
57514,15310,627,48,3,31,0
41657,19032,675,24,16,28,0
59368,14700,704,24,7,35,0
69283,16241,529,60,16,35,0
42398,16972,770,36,14,29,0
35945,40078,474,36,14,19,1
72063,7749,750,60,16,34,0
28294,36911,436,36,10,27,1
33137,13354,720,12,10,27,0
46521,17555,758,24,7,24,0
68910,6687,688,36,14,47,0
31890,33170,444,24,9,19,1
49116,13425,712,48,16,46,0
61165,15114,692,24,6,33,0
33842,44240,485,48,17,30,1
13189,50000,444,36,14,19,1
54555,10058,780,48,17,33,0
61758,13351,752,60,3,33,0
63223,22750,704,36,19,36,0
63063,14331,758,36,6,43,0
46586,9628,706,12,4,31,0
56232,16469,718,36,7,23,0
61989,7020,691,48,2,36,0
12367,24902,470,60,16,18,1
48179,14624,659,12,1,34,0
41365,7611,721,12,19,24,0
16154,37455,459,12,9,23,1
61214,18199,712,24,6,34,0
45573,20789,708,48,18,34,0
79406,15657,787,48,14,44,0
25597,37677,523,48,0,31,1
56174,18405,697,36,3,28,0
17491,46285,543,60,11,18,1
51844,19332,693,24,13,37,0
22930,41692,448,48,0,36,1
69879,19754,701,36,0,36,0
54150,17845,742,48,13,34,0
72752,17090,664,24,15,29,0
83334,13530,670,48,11,34,0
47653,17218,693,60,2,34,0
66573,5028,653,12,12,51,0
49035,18332,651,36,11,49,0
16484,44631,545,48,12,32,1
46985,7414,741,12,8,27,0
61086,12860,643,48,5,29,0
14337,46405,565,60,19,32,1
63532,11585,708,36,13,38,0
64850,22478,701,24,15,43,0
53191,12105,677,24,9,27,0
52006,18238,670,36,8,23,0
27858,36970,568,36,3,23,1
62024,10196,774,36,6,40,0
15534,42933,479,12,13,29,1
27011,41989,500,12,5,18,1
18150,42439,488,36,3,30,1
55613,9277,748,48,16,38,0
12262,35496,461,60,10,23,1
61708,16107,656,48,2,28,0
14398,39696,453,36,11,33,1
64534,12653,635,60,11,32,0
64893,17096,689,36,6,18,0
27716,34930,537,12,7,23,1
63748,18412,723,60,1,40,0
53925,21517,737,60,17,36,0
23465,38826,552,12,11,41,1
46685,16916,739,48,8,39,0
56891,3582,687,36,19,39,0
10000,42790,534,24,15,25,1
10000,47567,424,48,8,18,1
51746,11241,591,24,18,45,0
49191,18948,676,24,9,27,0
10000,42107,410,12,1,18,1
51664,13759,710,48,10,30,0
54184,14320,674,60,14,25,0
24477,42360,509,36,6,28,1
30889,45429,450,12,8,29,1
50939,22528,761,60,0,35,0
53821,13980,743,12,6,20,0
28711,41952,390,60,3,20,1
49484,15346,692,60,3,45,0
64533,18999,698,60,16,36,0
28836,42164,479,24,18,18,1
62558,18290,689,48,14,36,0
55930,11732,751,12,7,50,0
19178,43410,470,48,16,19,1
55771,10511,720,24,12,33,0
78675,19354,605,36,15,40,0
59563,13200,706,36,7,33,0
51691,18821,697,24,0,23,0
70319,6581,621,36,6,42,0
11646,37038,516,60,10,23,1
49003,14386,662,60,18,45,0
51252,13085,729,48,1,47,0
13319,40919,478,24,0,34,1
60446,11741,658,60,17,55,0
10253,46585,469,12,14,25,1
44560,17282,732,60,17,38,0
23427,37099,495,12,3,34,1
70700,28117,728,12,3,28,0
67632,8020,684,12,2,35,0
62356,12124,799,60,13,27,0
91315,16646,661,48,4,26,0
73601,14211,752,24,16,38,0
51934,8633,628,48,12,32,0
71587,12219,730,24,15,24,0
20051,40103,493,24,11,27,1
49531,17399,732,60,4,35,0
52571,14361,693,60,0,21,0
30324,30846,552,24,3,31,1
48127,14223,709,60,10,40,0
61761,19954,738,36,15,27,0
13486,34261,461,60,17,23,1
59080,9434,659,24,18,39,0
61827,11323,653,12,15,31,0
49967,18637,697,12,14,45,0
48967,10968,778,12,15,33,0
73254,19439,734,12,6,54,0
68979,18810,711,60,2,42,0
58436,26098,690,12,16,26,0
36420,36710,549,12,2,19,1
51451,14714,625,24,19,34,0
47109,12958,695,60,18,31,0
58502,22079,710,36,13,45,0
47899,14260,647,36,13,27,0
79354,24274,660,48,8,19,0
60730,9450,639,60,10,37,0
69486,8869,749,24,12,38,0
51060,11886,705,12,4,40,0
42307,10412,710,24,5,27,0
64867,18274,679,36,6,49,0
58081,15826,657,48,0,40,0
33454,38685,502,36,17,21,1
10000,40377,454,12,18,18,1
54423,17348,675,12,14,31,0
73027,16388,771,12,1,41,0
58238,15443,733,36,1,31,0
72050,16090,629,24,19,46,0
66323,12688,678,60,9,44,0
69025,14100,722,36,2,37,0
63538,19353,670,24,13,22,0
57666,14839,736,24,2,29,0
36871,36792,453,48,9,18,1
68535,14807,685,36,0,35,0
61426,16894,650,24,1,31,0
67664,20514,650,48,11,46,0
70470,17282,700,60,3,39,0
10000,39064,464,36,14,31,1
54174,25176,733,60,2,38,0
11151,46144,511,60,12,19,1
62486,9247,765,24,13,41,0
18556,42788,610,24,17,21,1
52757,7300,707,12,14,31,0
63077,3826,714,24,7,18,0
59673,23434,733,12,9,18,0
51168,16528,682,24,8,42,0
10000,32972,495,48,12,18,1
67342,9085,659,24,7,46,0
10000,38356,432,48,12,33,1
66537,31587,682,48,12,28,0
73186,10929,682,36,8,29,0
21537,36611,405,60,3,33,1
66060,10362,704,60,1,33,0
71378,14415,730,24,16,26,0
56565,15851,743,36,4,42,0
19650,31107,451,36,4,31,1
46363,14929,744,60,1,19,0
67014,14291,694,48,9,38,0
47243,25713,718,36,9,32,0
30830,43173,511,36,10,32,1
55358,19299,679,60,16,27,0
51309,9505,650,24,17,20,0
61628,10894,671,24,8,23,0
52071,12840,665,12,1,32,0
74182,14070,741,24,18,32,0
34205,46059,481,48,15,18,1
71549,15493,767,60,12,49,0
60161,16880,642,48,9,27,0
65897,14824,671,60,12,26,0
29240,36792,546,24,8,31,1
68983,11281,684,12,17,30,0
45864,15580,733,36,15,38,0
66363,12556,733,60,4,41,0
83347,6656,683,60,11,39,0
55934,23147,718,12,5,31,0
36792,15389,771,60,17,25,0
44929,37212,478,60,0,24,1
72113,21806,678,48,2,33,0
57894,16135,728,48,11,34,0
78937,17245,648,48,5,43,0
62029,15524,743,60,7,42,0
51961,17444,619,24,17,38,0
48650,19656,704,48,0,32,0
49379,12525,694,36,15,26,0
49121,16594,645,60,18,44,0
14565,45700,515,60,16,19,1
55617,14738,625,48,1,43,0
61752,14078,730,24,14,28,0
50522,13129,776,36,19,37,0
80813,16952,610,36,6,28,0
36964,39996,501,48,0,33,1
27081,33983,557,36,18,18,1
68540,7645,781,12,8,30,0
69609,15319,739,48,17,26,0
20281,39597,468,48,3,21,1
72246,22307,778,12,17,41,0
60295,17354,662,12,6,29,0
61638,18134,722,60,2,27,0
65653,4278,649,48,5,28,0
58785,18136,720,36,19,33,0
63394,24511,719,48,1,28,0
58521,17359,759,12,6,31,0
35720,10541,698,60,11,32,0
62942,21205,621,24,17,40,0
73179,14808,726,12,9,35,0
59521,17432,774,48,5,42,0
48719,9956,794,24,4,37,0
69227,16992,712,36,4,31,0
56978,27747,727,48,10,39,0
76167,18114,684,48,18,35,0
72372,13824,745,36,0,42,0
16293,44621,488,48,10,25,1
64696,17640,632,48,4,33,0
65867,11146,723,60,1,26,0
64615,23612,667,24,6,27,0
63299,7085,725,36,14,29,0
54319,22238,833,36,5,36,0
16739,39483,559,24,19,22,1
68662,7738,713,12,18,40,0
37958,45563,489,24,8,35,1
22246,31725,498,12,14,34,1
25150,43362,461,48,15,40,1
57575,16766,794,48,18,27,0
18230,39220,430,36,17,29,1
74566,7376,719,48,10,43,0
10000,36037,502,12,15,18,1
26135,50000,579,36,18,18,1
58387,6733,701,48,8,40,0
56915,19323,669,36,17,36,0
70741,4769,668,24,7,30,0
63774,27189,688,12,11,39,0
65652,5734,630,36,3,33,0
15655,49978,455,36,18,29,1
56211,17817,716,60,3,34,0
65262,15083,750,24,19,35,0
60230,9644,659,36,18,29,0
52685,15434,777,24,10,29,0
74748,13484,714,36,8,31,0
23577,41753,509,48,12,21,1
59295,13698,735,12,5,33,0
56845,12509,651,60,19,27,0
53726,16952,697,36,0,51,0
48386,12128,635,12,9,52,0
51819,14519,645,60,9,28,0
24919,40032,459,60,8,18,1
40060,40387,583,24,15,27,1
73012,10001,735,12,4,23,0
51632,13001,751,60,17,38,0
69198,14418,702,12,16,26,0
28125,43684,424,36,11,26,1
71551,24594,630,60,5,32,0
69943,14197,707,12,13,41,0
20773,45944,524,36,0,21,1
11917,35970,463,24,14,20,1
70076,14363,641,48,8,30,0
61945,16469,668,24,0,29,0
64792,23347,704,48,7,46,0
10000,47320,481,36,11,18,1
19835,37932,423,36,17,24,1
16786,40542,492,12,12,33,1
13485,40429,475,60,0,25,1
21417,38575,494,60,9,18,1
86015,14589,658,24,10,34,0
58215,16194,681,48,9,37,0
48755,9912,732,24,4,35,0
62630,16290,676,36,16,28,0
17188,44066,501,48,6,25,1
69078,18508,703,36,18,31,0
54177,10499,767,12,12,25,0
27870,39409,522,24,2,26,1
76354,13967,660,48,19,47,0
60284,19309,656,12,0,23,0
76440,10411,626,12,19,24,0
44801,18483,701,60,8,38,0
45943,15626,765,36,1,34,0
14262,50000,428,60,4,29,1
69169,11332,745,24,19,31,0
50939,8275,739,48,17,33,0
65527,17424,697,36,8,31,0
51751,13525,651,60,6,39,0
34510,17154,646,48,15,40,0
28225,37669,502,36,3,25,1
68211,10523,773,24,1,44,0
10000,34570,523,48,0,18,1
50168,9858,699,24,11,39,0
11125,42717,430,12,10,23,1
10269,43406,559,60,10,28,1
50272,15096,677,24,16,46,0
81957,25196,705,36,0,36,0
65037,24650,729,60,17,40,0
18852,39155,643,60,18,24,1
65242,13962,602,60,1,40,0
66440,25661,785,36,5,29,0
27569,41882,458,60,15,30,1
64325,5297,702,24,2,28,0
60260,10894,721,60,6,43,0
10000,31995,512,36,4,25,1
72544,6126,753,36,12,33,0
61592,17955,650,60,2,34,0
65959,9840,694,24,12,45,0
52542,13816,756,48,3,48,0
10960,42273,400,12,2,22,1
59681,15578,608,12,4,42,0
51749,20312,699,48,15,38,0
60781,15945,690,24,18,18,0
60647,20162,666,12,7,27,0
10000,38705,591,48,11,40,1
72041,17885,683,12,11,38,0
10000,43607,509,60,14,19,1
80735,23363,663,24,1,47,0
48691,21734,675,12,16,33,0
74071,15992,741,48,4,36,0
16783,39734,583,48,8,25,1
36449,39906,464,24,5,26,1
34053,14506,712,12,10,43,0
56588,8729,700,24,16,24,0
62654,17130,683,24,12,47,0
59911,12222,682,48,18,33,0
53039,12971,696,24,15,36,0
10103,41675,476,24,0,21,1
56103,17937,765,48,12,39,0
60280,7442,702,48,2,41,0
38124,39592,472,36,5,21,1
55837,20434,783,12,5,34,0
10000,42423,495,48,13,23,1
75027,12438,736,24,12,32,0
43664,11419,718,12,11,44,0
63566,9887,755,36,13,32,0
52267,14878,776,12,1,37,0
26141,39013,479,36,14,29,1
40432,11370,682,60,13,45,0
65839,11029,652,24,11,37,0
22029,34853,477,60,15,21,1
